ven_d,model_d,tac_d
zte,mf920,86948502
huawei,e3276s500,86651901
samsung,galaxy a8 2018 sma5300,35241709
samsung,galaxy a8 2018 sma5300,35241609
samsung,galaxy tab a 105 smt597p,35840909
samsung,galaxy note8 smn950u,35405909
alcatel,flash plus 2,35901107
alcatel,flash plus 2,35791007
lg,l70 dual d325g8,35383906
meizu,m2 note m571u m571h,86967502
meizu,m2 note m571u m571h,86757002
huawei,ascend y550 y550l01,86517002
panasonic,p99,35324009
hisense,a2,86145603
gionee,m5 lite cdma marathon m5 lite cdma,86083003
nokia,81 dual ta1121,35696409
alcatel,983,86592801
myphone,rumba,35793008
karbonn,titanium dazzle 3 s204,91145585
motorola,moto x play xt1561 lx12489445,35896106
doogee,x55,35653709
huawei,p9 evaal10,86262903
alcatel,hero 8 d820x,86448002
huawei,304hw,86493602
huawei,mate 20 hmaal001,86943503
highscreen,power rage evo,35466608
zte,mf93d,86685501
htc,u11 life 2q3f5001,35889008
gionee,s5 gbl7523a,86861502
gionee,s5 gbl7523a,86233003
intex,aqua eco,91140790
samsung,galaxy a7 lte sma700l,35774406
blu,neo x2,35592508
philips,w6350,86650101
huawei,honor 5x lte dual kiil22,86923902
huawei,ascend g630 g630u251,86429602
xiaomi,mi 6 mct1,86489003
ztk,2252f108f1883782,35449705
lava,iris atom 2,91145095
lava,iris atom 2,91147045
turkcell,vinn wifi e5221,35177006
xiaomi,redmi note 3 pro h3b 2015161,86015303
xiaomi,redmi note 3 pro h3b 2015161,86365503
bq mobile,bqm1830 step,35154208
nokia,lumia 1020 rm1025,35367506
intex,aqua 55 vr,91153970
gigabyte,gsmart simba sx1,35873005
gigabyte,gsmart simba sx1,35947305
lg,g6 sprint ls993,35514008
motorola,moto z3 play xt192917,35555009
lg,g pad f 80 lte v496,35921106
sony,xperia z5 dual e6683 pm0908bv,35218907
samsung,galaxy y pop gts6108,35162505
zte,blade l v887,86697001
zte,blade l v887,86749300
karbonn,k115,91136920
iball,leader 28h,91145015
explay,b240,35852304
htc,u11 2pzc300,35613308
myphone,luna ii,35360408
huawei,p10 lite dual waslx2j,86345203
huawei,p10 lite dual waslx2j,86686004
lenovo,tab 2 a850 a5500,86713702
xiaomi,redmi note redmi 1s,86531602
samsung,galaxy xcover 4 smg390w,35781708
sony,xperia xa1 g3121 pm1003bv,35744308
coolpad,porto s e570,86970602
lg,stylus 2 dual k520dy2,35758708
nokia,cs111,35537004
alcatel,1x 5059j,35445709
cubot,z100,35631807
alcatel,pixi 4 50 dual 5045x,35936507
fly,evo chic 3 iq4413 green orange go m2s,86845501
huawei,nova canl01,86196303
archos,access 40 3g,35986608
lenovo,s660,35595902
zte,blade l5 dual2,86335503
zte,blade l5 dual2,86905002
videocon,infinium z30,91139450
htc,desire x dual pm66110,35703705
general mobile,android one lte dual,35315607
karbonn,a25 smart a25,91130840
huawei,e8372 e8372h511,86678302
zte,spro 21,86887602
samsung,galaxy ace plus shwm460d,35394605
microsoft,lumia 640 dual lte rm1075,35860706
intex,aqua n7,91142870
intex,aqua raze,91149560
lenovo,s860e,86453502
phicomm,c630lw,86852902
lenovo,k5 note k52e78,86909102
spice,dream uno 498h mi498h,91142325
panasonic,t50,35808807
vivo,x6s plus l,86964202
intex,aqua q7,91147360
micromax,bolt a065,91137025
micromax,bolt a065,91142145
cubot,max,35366408
huawei,honor 6x blntl00,86210903
micromax,x081,91137690
qmobile,g101,35587206
highscreen,spade,35724406
beetel,gd505 star dust,91110755
haier,v4,86823002
bq mobile,aquaris m55 16gb1 ram 2gb,35954506
lg,q6 m700y,35873508
oppo,r7 plus dual3,86745802
zte,blade a2 bv0720,86103803
alcatel,318d,86035001
philips,w7376,86947701
htc,u11 life 2q3f3001,35872208
gionee,gpad g2,86112102
lg,spirit 4g ms870,99000153
lenovo,a2010136,86862402
lenovo,vibe c2 k10a40,86112003
sharp,aquos phone xx 206sh,35347505
lg,optimus it ntt docomo l05d,35157005
alcatel,one touch pop star 4g dual 5070t,35467007
samsung,galaxy a6 plus 2018 sma605gn,35367510
vodafone,smart platinum 7,35706607
yu,yuphoria yu5010,91143625
alcatel,u5 5044q,35448708
fly,ds115 kangjia u2066,86963401
wiko,rainbow up 4g,35159607
archos,55 diamond selfie lite,35312608
micromax,canvas nitro a310,91137570
lyf,water 8 ls5015,91150500
lyf,water 8 ls5015,86062803
intex,cloud x11,91136365
huawei,b593 b593s931,86432702
roverpad,tesla 101,86719900
nokia,lumia 800 rm802,35861804
alcatel,pixi 80 ot9005x,35668206
huawei,p9 lite dual vnsl23,86939602
motorola,moto z3 play xt19298,35410509
oppo,r9s plus1,86433703
myphone,mytab 10,35231509
iball,supremo 24d,91141770
huawei,ideos x3 u85101,35719104
archos,50 saphir,35366608
huawei,mediapad x2 gem701l,86778102
blu,tank 45 w100 w110a w110i,35178005
huawei,p20 emltl00,86879204
huawei,p20 emltl00,86829003
huawei,mate 8 nxtcl00,86840502
samsung,galaxy s8 smg950w8,35575708
zte,mf275r,86886302
mts,410d,86253702
alcatel,903d dual,86533301
huawei,mediapad t2 100 pro fdra04l,86871702
fly,nimbus 16 fs459,35959408
lenovo,a859s860s660a850,86333602
asus,pegasus 4a zb500tl zenfone 4 max x00kd1,35840808
htc,butterfly s 9060,35704405
micromax,a45 punk,91121750
huawei,nova canl02,86240303
huawei,u8500 u85006ideos x2,35685904
micromax,canvas selfie 2 q340,91144075
htc,desire sv pm86100,35396605
zte,axon lux axon tianji tdlte a2015,86724102
quectel,ug95,86813603
huawei,y5ii dual lte cunal00,86319103
huawei,y5ii dual lte cunal00,86113503
doogee,f7 pro,35317708
xiaomi,mi a2 lite m1805e2g,86894603
huawei,honor v8 kntul10,86939402
pantech,vega secret up ima900k,35967705
meizu,mx4 pro m462u,86600202
wiko,u feel prime,35274808
meizu,m030,86075501
samsung,galaxy s7 tmobile smg930t2,35775207
allview,soul x5 mini,35837809
huawei,honor v8 knttl10,86939202
lg,leon 4g h340gt,35226907
samsung,galaxy mega 63 lte sghm819n,35886505
xolo,play 6x1000,91137635
meizu,m1 metal m57a m57am,86865302
meizu,m1 metal m57a m57am,86802402
lava,iris win 1,91141450
micromax,x272,91132550
micromax,x272,91130355
lg,g3 ltea f460l,35416606
huawei,p10 lite wasl03t,86355803
lava,v2 3gb,91150660
samsung,galaxy grand 2 lte smg7105l2,35407106
samsung,galaxy fame gts6810p1,35368606
samsung,galaxy s5 active smg870f0,35213607
sharp,sh631w,35345705
hisense,rock c30,86204003
motorola,moto g 3rd gen xt15431 xt15441 moto g 2015,35413407
motorola,moto g 3rd gen xt15431 xt15441 moto g 2015,35897406
asus,zenfone 4 ze554kl z01kd2,35811108
huawei,ascend g620 lte g620a1,86662602
huawei,enjoy 7 trtlx3,86487903
oppo,a37,86079003
acer,liquid x2 e800 tw,35948306
lenovo,golden warrior a8 a806,86478502
huawei,honor y6 honor 4a scltl00h1,86814602
huawei,honor y6 honor 4a scltl00h1,86934002
bq mobile,aquaris m5 16gb1 ram 2gb,35657707
bq mobile,aquaris m5 16gb1 ram 2gb,35456507
lenovo,mini a1,86068300
lenovo,mini a1,86771200
intex,cloud c1,91159985
acer,iconia tab a1811us,35677405
fly,ds123,86413801
fly,ds123,86274202
fly,ff282,35677708
fly,ds104d ion,35636806
lg,k4 lte dual k130y,35713907
sony,xperia z1 l39u,35175906
doogee,f3 pro,35622307
doogee,f3 pro,35622407
zte,blade v7 dual,86956202
prestigio,multiphone 5044 duo,35759905
huawei,maimang 5 mlacl00,86100903
samsung,galaxy a7 2016 duos sma7108,35672507
samsung,galaxy a7 2016 duos sma7108,35680007
huawei,ascend p1 4g u9202l2,86550301
vivo,bbk xshot x710f,86520102
alcatel,a3 plus 5049g 5149g,35970208
micromax,x457,91133145
amoi,f209,86798000
panasonic,eluga x1 pro,35250210
alcatel,fire c 2g 4020x,86655302
philips,xenium x1560,86009101
homtom,s99,35908809
lg,kizon w105e,35700506
sharp,aquos phone mini shl24,35658805
panasonic,eluga i2 activ,35166709
nokia,asha 303 3030,35166505
lyf,flame 3 ls4001,91150090
blu,energy x plus e030l e030u,35342607
motorola,moto g6 dual xt1925131,35189709
lg,f4nr lga448,35628606
lenovo,golden warrior a8 a808t,86478302
samsung,galaxy s5 smg9006,35210206
apple,iphone 6 a15864,35209207
cubot,note s,35748207
huawei,ascend g526 g526l22,86028702
yu,yuphoria dual yu5010a,91150075
nokia,lumia 625 4g rm942,35669005
intex,aqua r4,91146260
intex,aqua r4,91144940
beetel,gd470,91113285
nokia,x rm981,35365306
zte,mf253c,86453702
asus,zenfone 2 laser 55 ze550kl z00lda,35964906
archos,50 power,35827607
asus,zenfone 2 ze551ml z00ad2,35787006
intex,aqua star 4g,91148315
htc,desire 825 dual 2puk100,35748607
htc,desire 825 dual 2puk100,35156108
wiko global sasu,wiko rainbow lite 4g,35569508
alcatel,pixi 4 70 dual 9015q,35166808
lenovo,tab3 8 plus tb8703x,86891602
philips,s337,86804202
panasonic,p55,35653606
coolpad,9070,86468901
alcatel,2007d,86515902
alcatel,2007d,86170303
infocus,in310,35776305
oppo,a30,86958002
samsung,gear s2 3g smr730,35893906
samsung,galaxy tab pro 122 3g smt901,35949105
huawei,p30 lite marlx3am,86500404
huawei,p30 lite marlx3am,86412904
lg,q6 dual m700dsn,35873308
meizu,m621h,86704303
samsung,galaxy beam 2 3g smg3858,35903505
intex,aqua crystal plus,91157125
blu,pure xr,35259508
wiko,u feel lite,35796407
sony,xperia tipo dual st21i2,35381105
sony,xperia tipo dual st21i2,35485705
vivo,y51t,86478603
vivo,y51t,86183603
prestigio,multiphone 7600 duo,35185606
huawei,p9 lite 2017 dual digl22hn,86373503
panasonic,eluga turbo,35593507
ark,s402 benefit,35465508
nec,casio gzone ca201l,99000292
alcatel,pixi 3 8 9022x,35365607
coolpad,y60c1,86575402
lenovo,k6 power k33a421,86729303
lenovo,k6 power k33a421,86559503
gionee,f100,86382803
karbonn,aura 4g,91156595
sony,xperia j st26a,35393305
videocon,challenger v40hd,91150195
doogee,mix,35970008
meizu,m712q,86826003
alcatel,one touch pop 4 plus dual 5056e,35153108
huawei,e5776s501,86897301
samsung,schw9913,35390205
htc,radar pi06100,35808704
samsung,galaxy grand prime tdlte duos smg5308w,35477906
samsung,galaxy grand prime tdlte duos smg5308w,35531906
lg,prime plus h500g,35190607
micromax,canvas fire 4g q411,91145215
asus,zenfone 2 ze550ml z0082,99000841
asus,zenfone 2 ze550ml z0082,35238507
motorola,mt810 beihai,35155304
intex,aqua sense 51,91151760
samsung,manhattan e3300 gte3309i,35295806
lg,lancet vs820,35291707
lava,iris 325 style,91140590
blu,energy jr,35979607
qmobile,i5,35386106
wiko,sunset,35486106
coolpad,8122,86106802
samsung,galaxy tab s3 lte smt827v,35690108
karbonn,a66,91139875
asus,zenfone go zb450kl dual x009db,35152008
alcatel,a5 led dual 5085n,35757608
motorola,moto g5s dual xt1791,35566208
oppo,r9m1,86160003
blu,dash music 40 d272i,35938905
explay,hit,35395806
explay,hit,35750206
cubot,nova,35807009
swipe,elite 2 plus,91154780
zte,mf90s,86353702
xolo,8x1020,91141465
asus,zenfone 3s max zc521tl x00gda,35529008
ulefone,future,35214808
lenovo,k6 note dual k53c78,86190303
blu,grand xl,35978608
myphone,hammer 3,35769308
myphone,hammer 3,35769208
philips,e570,86197603
philips,e570,86287003
sony,xperia l2 h3321 pm1101bv,35266709
fly,life compact lte,35559009
huawei,b593 b593cs937,86098703
samsung,galaxy j3 2016 smj320fdd,35787008
samsung,galaxy j3 2016 smj320fdd,35786908
acer,liquid z5303,35279107
lenovo,a3910e70,86918602
fly,iq245 plus tinno s8035a,86120201
huawei,honor 9i 2018 lldal202,86328504
samsung,galaxy tab a 80 smt357w,35267407
motorola,one power dual xt19422,35414309
alcatel,tribe 3040d,86597201
motorola,xt800w glam moto glam,35692102
huawei,y3ii lte lual13,86982302
allview,a9 lite,35313609
prestigio,multipad 4 quantum 80 3g pmt5487,35452006
xiaomi,note7 m1901f7h,86732504
xiaomi,note7 m1901f7h,86414504
htc,desire 830 dual d830u,35896207
samsung,sght199,35842005
sony,xperia m dual c2005,35809905
sony,xperia m dual c2005,35266306
acer,liquid z630s2,35484207
lg,g3 ltea f460s,35416406
sierra wireless,ar7556,35508906
nokia,lumia 2520 rx113,35898005
samsung,galaxy alpha smg8506v,35477706
huawei,e5573 e5573s806,86728102
xolo,q900,91133130
acer,liquid m3302,35292407
blu,dash m2,35901307
blu,dash m2,35442908
samsung,galaxy note schi889,35935504
lg,k10 lte k430y,35772507
vivo,y333,86774102
vivo,v3max,86080103
vivo,v3max,86285203
huawei,y635 lte y635l03,86644002
lg,optimus g 4g swift g f180s,35428005
motorola,moto g7 plus xt19655,35557209
oppo,n1 mini n5111,35576604
samsung,galaxy s6 tdlte duos smg9209,35810906
allview,p7 xtreme,35603806
zte,racer ii turkcell t11,86790500
huawei,e392u92,86849800
nokia,3 dual ta10321,35727708
samsung,galaxy tab a 80 smt351,35894106
zte,star 1 s2002,86572102
huawei,boulder u8350,35689904
motorola,moto g6 dual xt192513,35186609
sony,xperia c3 s55u,35419306
zte,v5 redbull v9180,86559502
samsung,galaxy s iii cdma duos schi939d,35441305
alcatel,a3 dual 5046i1,35324909
intex,aqua raze ii,91153255
micromax,canvas turbo a250,91133475
samsung,sghi447,35278905
blu,dash x plus lte,35509207
sony,xperia z4 wimax 2 sov31 pm0792bv,35955606
samsung,galaxy s6 edge smg928n0,35445707
oppo,a59t,86154003
swipe,konnect 51 eco,91154555
samsung,galaxy core prime lte smg360f1,35300107
asus,zenfone zoom s ze553kl z01hd,35456208
spice,smart flo mi351,91130495
micromax,bolt a067,91139545
lg,leon dual h326tv,35932606
lg,leon dual h326tv,35585107
alcatel,3020d dual,86366102
spice,xlife 410,91148420
asus,zenpad c 70 p001,35998106
intex,aqua y2 remote,91142180
sony,xperia xa ultra f3213 pm0954bv,35605707
intex,aqua y2 power,91144935
huawei,p9 lite dual vnsal001,86447403
lenovo,a706,86020502
samsung,galaxy core prime lte smg360gy,35818906
myphone,3320,35402809
lenovo,p629,86660400
vivo,y65,86620203
myphone,qsmart elite,35305308
hisense,e76 mini,86243603
huawei,ascend g6 g6u10,86396402
leagoo,elite 1,35507207
blu,grand x,35708008
samsung,galaxy tab a 97 lte smt557,35972206
htc,desire 820 d820ws,35606006
huawei,ascend g730 g730u251,86422302
samsung,galaxy tab a 105 smt597v,35267910
lg,g6 lgmg600s,35540508
dns,s4505m,86282902
lenovo,moto g5 dual xt16761,35647608
xiaomi,mi 5 2015105,86964402
xiaomi,mi 5 2015105,99000808
samsung,galaxy s light luxury smg8750,35705909
samsung,galaxy s light luxury smg8750,35705809
alcatel,pop 4s 5095y,35706807
xolo,q900s,91137225
huawei,honor y6 honor 4a scltl10,86114203
samsung,galaxy note pro 122 ltea smp905f0,35420606
lg,s367,35850205
lg,s367,35894704
archos,50 titanium 4g,35991807
huawei,ascend mate 2 mt2l01,86423202
motorola,electrify m xt901,99000296
micromax,canvas hd a116i,91135330
gionee,f106l,86382603
pioneer corporation,pioneer c1,35154307
karbonn,titanium s1,91130535
samsung,galaxy s giorgio armani gti9010,35458004
highscreen,zera f,35626806
acer,liquid z5301,35279307
xolo,a500s lite,91137200
zen,admire sxy,91148660
intex,aqua q3,91142685
xolo,q700 club,91141015
videocon,v1448 qruzv1448,91110610
lg,g4 h810pr,35281307
spice,stellar 440 mi440,91141810
zen,cinemax 4g,91156515
huawei,mate 9 pro lonal001,86468203
huawei,ascend y330 dual y330c00,86550202
huawei,ascend y330 dual y330c00,86639802
coolpad,8870,86141201
fly,selfie 1 fs520,35868208
gionee,w900s,86744902
huawei,g7300,86113200
huawei,g7300,86123600
micromax,bolt d321,91141835
micromax,bolt d321,91146965
lenovo,moto g5 dual xt1676,35186508
motorola,moto x xt1055,99000294
blu,janet,35433006
blu,janet,35178405
sony ericsson,xperia ray st18a,35834404
huawei,honor 9i 2018 lldal203,86678304
prestigio,multipad color 80 3g pmt5887,35375906
huawei,mate s crrul10,86957302
huawei,mate s crrul10,86711002
simcom,sim800v,86103902
samsung,galaxy trend 3 smg3502p,35859705
samsung,galaxy trend 3 smg3502p,35859605
intex,aqua t4,91139915
archos,access 57 4g,35182710
micromax,canvas 2 colours a120,91136710
micromax,canvas 2 colours a120,91140120
lenovo,moto g5 plus xt1687,35185608
panasonic,p75,35198008
wiko,freddy,35298008
htc,desire 626s 0pm9200,99000721
karbonn,k9 viraat,91153535
motorola,xprt mb612,35645404
freetel,nico ft141b,35564206
asus,zenfone 4 max zc520kl x00eda,35232308
pantech,vega iron ima870l,35617205
micromax,x601 dual,91149865
highscreen,easy s,35216808
alcatel,one touch idol mini dual ot 6012d ot 6012e,86215202
coolpad,8085n,86124702
huawei,mate s crrul20,86818602
prestigio,grace s5 lte psp5551duo,35663207
karbonn,a19 plus,91141200
blu,life play mini,35571306
acer,liquid mini eu e310,35428804
huawei,honor 8x jsnl231,86302604
lg,l70 dual d325,35227006
lg,l70 dual d325,35624806
htc,desire 820 0pf6100,35758706
gionee,gn715,86496002
lg,optimus l7 p705f swift l7 venice,35225105
samsung,galaxy s5 mini ltea smg800a,35397806
oppo,r7 plus dual1,86898002
huawei,ascend y550 y550l03,86517202
xolo,q2100,91139320
htc,desire 826d d826d 0phc400,35483307
intex,aqua 40 4g,91156105
nokia,21 dual ta1086,35899509
nokia,21 dual ta1086,35338609
samsung,galaxy s8 smg950u8,35750609
zen,303 elite 2,91147215
lg,g pad iii 80 lgt02,35425008
lenovo,moto e4 xt1767,35413609
samsung,schn719l,35915705
sony,xperia m4 aqua dual e2312,35814006
blackberry,priv stv1004,35162507
alcatel,y580e,86086900
prestigio,multipad ranger 70 3g pmp3277,35482106
zte,kis lite,86857401
samsung,galaxy s4 sc04e,35677805
asus,wirelessac1200 lte 4gac55u,35523706
apple,ipad pro 129 a16521,35913007
panasonic,p55 max,35929708
freetel,priori 3s lte ftj152b,35676707
qmobile,a120,35361506
myphone,twist,35270009
coolpad,8730,86881301
lava,x38 2gb,91152595
nokia,ta1081,35694609
samsung,galaxy tab 101 4g tmobile sght859,35837904
iball,andi 45c magnifico,91146500
sony,xperia x dual f5122 pm0931bv,35809907
karbonn,a40,91138325
asus,zenfone max pro m1 x00tde,35221010
xolo,a500l,91134390
micromax,bolt q335,91142815
sharp,507sh,35611007
huawei,p10 lite waslx3,86406503
karbonn,k9 smart grand,91159220
lenovo,k320t,86756503
tplink,neffos c5l tp601c,86942702
sony,xperia z5 wimax 2 sov32 pm0903bv,35366707
maxvi,c20,35320808
intex,aqua ace,91147175
alcatel,a3 xl dual 9008n,35156610
lg,t505,35734804
lenovo,moto g turbo xt1557,35410307
lenovo,moto g turbo xt1557,35235907
lg,g6 tmobile h872pru,35399009
coolpad,5892c01,86551302
micromax,bolt d320,91142365
micromax,bolt d320,91146320
xiaomi,redmi note 2 20150521,86963302
intex,aqua style,91130230
micromax,bolt s301,91143360
motorola,motosmart mix xt550 m0d24,35163405
nokia,7 plus ta1055,35854508
samsung,galaxy a50 sma505gn,35446710
samsung,galaxy core prime lte duos smg360fyds,35769106
samsung,galaxy core prime lte duos smg360fyds,35769006
lg,x venture dual m710ds,35794108
nokia,600 rm701,35738804
intex,aqua hd 55,91153575
motorola,droid turbo 2 xt15851,99000574
gionee,p7,86196903
coolpad,5210d,86896801
gionee,s9 7558,86402703
vivo,x93,86427703
alcatel,one touch pop c7 7040a 7042a,86586702
intex,gc5050,91130310
htc,desire 830 2pvd200,35725607
alcatel,993d dual,86498301
lg,x mach dual k600hk1,35246008
huawei,ascend y221 y221u12,86524502
cubot,s600,35705707
karbonn,titanium frames s7,91160305
zte,blade l5 plus2,86905102
lg,g3 f400s,35316606
huawei,ascend y201 pro u8666e51,86445001
alcatel,one touch pop 2 45 5042y,86528302
gionee,f303 gbl7318,86690702
philips,xenium e331,86593003
acer,liquid z5201,35791006
samsung,galaxy core prime duos smg3609w,35501606
alcatel,idol 5 6058a,35847208
karbonn,k9 smart yuva,91157985
intex,aqua young 4g,91155865
